"","site","plot","trt","code_original","X","code","taxon","rep","envelope_multi","date","leaf.area.sample","total.leaf.area","leaf_wet_g","leaf_dry_g","sla_cm2.g.1","leaf_dry_mg","ldmc_mg.g","notes_combined","code_v1","type","code_field","taxon.y","duration","status","title","site_trt_plot","epicollect_title","category","species_notes_if_","percent_cover","block"
"84","temple",8,"npk","coca",TRUE,"coca","cocculus carolinus",1,25,"5/25/2023","temple_08_coca01_025",8.426,0.12,0.0452,186.4159292,45.2,376.6666667,"hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_08","temple_npk_08","coca_(cocculus carolinus)","plant","",15,"block_1"
"85","temple",8,"npk","coca",TRUE,"coca","cocculus carolinus",1,25,"5/25/2023","temple_08_coca01_025",8.426,0.12,0.0452,186.4159292,45.2,376.6666667,"hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_08","temple_npk_08","coca_(cocculus carolinus)","plant","",25,"block_1"
"86","temple",8,"npk","coca",TRUE,"coca","cocculus carolinus",2,28,"5/25/2023","temple_08_coca02_028",7.737,0.11,0.0368,210.2445652,36.8,334.5454545,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_08","temple_npk_08","coca_(cocculus carolinus)","plant","",15,"block_1"
"87","temple",8,"npk","coca",TRUE,"coca","cocculus carolinus",2,28,"5/25/2023","temple_08_coca02_028",7.737,0.11,0.0368,210.2445652,36.8,334.5454545,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_08","temple_npk_08","coca_(cocculus carolinus)","plant","",25,"block_1"
"88","temple",11,"control","coca",TRUE,"coca","cocculus carolinus",1,19,"5/26/2023","temple_11_coca01_019",12.023,0.23,0.0876,137.2488584,87.6,380.8695652,"new hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_control_11","temple_control_11","coca_(cocculus carolinus)","plant","",35,"block_2"
"89","temple",11,"control","coca",TRUE,"coca","cocculus carolinus",1,19,"5/26/2023","temple_11_coca01_019",12.023,0.23,0.0876,137.2488584,87.6,380.8695652,"new hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_control_11","temple_control_11","coca_(cocculus carolinus)","plant","",35,"block_2"
"90","temple",11,"control","coca",TRUE,"coca","cocculus carolinus",2,22,"5/25/2023","temple_11_coca02_022",9.28,0.11,0.0455,203.956044,45.5,413.6363636,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_control_11","temple_control_11","coca_(cocculus carolinus)","plant","",35,"block_2"
"91","temple",11,"control","coca",TRUE,"coca","cocculus carolinus",2,22,"5/25/2023","temple_11_coca02_022",9.28,0.11,0.0455,203.956044,45.5,413.6363636,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_control_11","temple_control_11","coca_(cocculus carolinus)","plant","",35,"block_2"
"92","temple",18,"npk","coca",TRUE,"coca","cocculus carolinus",1,19,"5/26/2023","temple_18_coca01_019",10.927,0.17,0.066,165.5606061,66,388.2352941,"hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_18","temple_npk_18","coca_(cocculus carolinus)","plant","",30,"block_2"
"93","temple",18,"npk","coca",TRUE,"coca","cocculus carolinus",1,19,"5/26/2023","temple_18_coca01_019",10.927,0.17,0.066,165.5606061,66,388.2352941,"hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_18","temple_npk_18","coca_(cocculus carolinus)","plant","",5,"block_2"
"94","temple",18,"npk","coca",TRUE,"coca","cocculus carolinus",2,22,"5/25/2023","temple_18_coca02_022",5.81,0.04,0.0171,339.7660819,17.1,427.5,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_18","temple_npk_18","coca_(cocculus carolinus)","plant","",30,"block_2"
"95","temple",18,"npk","coca",TRUE,"coca","cocculus carolinus",2,22,"5/25/2023","temple_18_coca02_022",5.81,0.04,0.0171,339.7660819,17.1,427.5,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_18","temple_npk_18","coca_(cocculus carolinus)","plant","",5,"block_2"
"96","temple",21,"control","coca",TRUE,"coca","cocculus carolinus",1,19,"5/26/2023","temple_21_coca01_019",9.208,0.16,0.0612,150.4575163,61.2,382.5,"hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_control_21","temple_control_21","coca_(cocculus carolinus)","plant","",15,"block_3"
"97","temple",21,"control","coca",TRUE,"coca","cocculus carolinus",1,19,"5/26/2023","temple_21_coca01_019",9.208,0.16,0.0612,150.4575163,61.2,382.5,"hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_control_21","temple_control_21","coca_(cocculus carolinus)","plant","",7,"block_3"
"98","temple",21,"control","coca",TRUE,"coca","cocculus carolinus",2,22,"5/26/2023","temple_21_coca02_022",7.781,0.15,0.0492,158.1504065,49.2,328,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_control_21","temple_control_21","coca_(cocculus carolinus)","plant","",15,"block_3"
"99","temple",21,"control","coca",TRUE,"coca","cocculus carolinus",2,22,"5/26/2023","temple_21_coca02_022",7.781,0.15,0.0492,158.1504065,49.2,328,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_control_21","temple_control_21","coca_(cocculus carolinus)","plant","",7,"block_3"
"100","temple",28,"npk","coca",TRUE,"coca","cocculus carolinus",1,19,"5/27/2023","temple_28_coca01_019",8.596,0.11,0.0402,213.8308458,40.2,365.4545455,"hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_28","temple_npk_28","coca_(cocculus carolinus)","plant","",7,"block_3"
"101","temple",28,"npk","coca",TRUE,"coca","cocculus carolinus",1,19,"5/27/2023","temple_28_coca01_019",8.596,0.11,0.0402,213.8308458,40.2,365.4545455,"hard","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_28","temple_npk_28","coca_(cocculus carolinus)","plant","",35,"block_3"
"102","temple",28,"npk","coca",TRUE,"coca","cocculus carolinus",2,22,"5/26/2023","temple_28_coca02_022",4.47,0.04,0.0166,269.2771084,16.6,415,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_28","temple_npk_28","coca_(cocculus carolinus)","plant","",7,"block_3"
"103","temple",28,"npk","coca",TRUE,"coca","cocculus carolinus",2,22,"5/26/2023","temple_28_coca02_022",4.47,0.04,0.0166,269.2771084,16.6,415,"","coca","forb","coca","cocculus carolinus","perennial","native","temple_npk_28","temple_npk_28","coca_(cocculus carolinus)","plant","",35,"block_3"
"104","temple",1,"control","coer",TRUE,"coer","commelina erecta",1,95,"5/24/2023","temple_01_coer01_095",16.563,0.28,0.0683,242.5036603,68.3,243.9285714,"","coer","forb","coer","commelina erecta","perennial","native","temple_control_01","temple_control_01","coer_(commelina erecta)","plant","",0.5,"block_1"
"105","temple",1,"control","coer",TRUE,"coer","commelina erecta",2,98,"5/24/2023","temple_01_coer02_098",12.572,0.27,0.0722,174.1274238,72.2,267.4074074,"","coer","forb","coer","commelina erecta","perennial","native","temple_control_01","temple_control_01","coer_(commelina erecta)","plant","",0.5,"block_1"
"106","arch",1,"control","dicha",TRUE,"dicha","dichanthelium sp.",1,193,"6/23/2023","arch_01_dicha01_193",4.021,0.064,0.02,201.05,20,312.5,"hard","dicha","graminoid","dicha","dichanthelium sp.","perennial","native","arch_control_01","arch_control_01","2plant 1","plant","dichanthelium",1,"block_1"
"107","arch",1,"control","dicha",TRUE,"dicha","dichanthelium sp.",2,301,"6/27/2023","arch_01_dicha02_301",1.286,0.021,0.072,17.86111111,72,3428.571429,"","dicha","graminoid","dicha","dichanthelium sp.","perennial","native","arch_control_01","arch_control_01","2plant 1","plant","dichanthelium",1,"block_1"
"108","arch",8,"npk","dicha",TRUE,"dicha","dichanthelium sp.",1,232,"6/23/2023","arch_08_dicha01_232",3.776,0.071,0.0158,238.9873418,15.8,222.5352113,"","dicha","graminoid","dicha","dichanthelium sp.","perennial","native","arch_npk_08","arch_npk_08","2plant 2","plant","dichanthelium",2,"block_1"
"109","arch",8,"npk","dicha",TRUE,"dicha","dichanthelium sp.",2,328,"6/27/2023","arch_08_dicha02_328",2.812,0.057,0.0283,99.3639576,28.3,496.4912281,"","dicha","graminoid","dicha","dichanthelium sp.","perennial","native","arch_npk_08","arch_npk_08","2plant 2","plant","dichanthelium",2,"block_1"
"110","arch",11,"control","dicha",TRUE,"dicha","dichanthelium sp.",1,205,"6/24/2023","arch_11_dicha01_205",2.79,0.042,0.0137,203.649635,13.7,326.1904762,"hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_2"
"111","arch",11,"control","dicha",TRUE,"dicha","dichanthelium sp.",2,356,"6/28/2023","arch_11_dicha02_356",2.664,0.049,0.0138,193.0434783,13.8,281.6326531,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_2"
"112","arch",11,"control","dicha",TRUE,"dicha","dichanthelium sp.",4,468,"6/30/2023","arch_11_dicha04_468",2.073,0.039,0.0102,203.2352941,10.2,261.5384615,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_2"
"113","arch",18,"npk","dicha",TRUE,"dicha","dichanthelium sp.",1,252,"6/24/2023","arch_18_dicha01_252",5.845,0.156,0.0437,133.7528604,43.7,280.1282051,"hard","dicha","graminoid","dicha","dichanthelium sp.","perennial","native","arch_npk_18","arch_npk_18","2plant 1","plant","dichanthelium",1,"block_2"
"114","arch",18,"npk","dicha",TRUE,"dicha","dichanthelium sp.",2,383,"6/28/2023","arch_18_dicha02_383",1.61,0.026,0.0053,303.7735849,5.3,203.8461538,"","dicha","graminoid","dicha","dichanthelium sp.","perennial","native","arch_npk_18","arch_npk_18","2plant 1","plant","dichanthelium",1,"block_2"
"115","arch",18,"npk","dicha",TRUE,"dicha","dichanthelium sp.",4,458,"6/30/2023","arch_18_dicha04_458",2.596,0.037,0.0097,267.628866,9.7,262.1621622,"hard","dicha","graminoid","dicha","dichanthelium sp.","perennial","native","arch_npk_18","arch_npk_18","2plant 1","plant","dichanthelium",1,"block_2"
"116","arch",21,"control","dicha",TRUE,"dicha","dichanthelium sp.",1,265,"6/26/2023","arch_21_dicha01_265",4.35,0.111,0.0395,110.1265823,39.5,355.8558559,"3newleafhard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_3"
"117","arch",21,"control","dicha",TRUE,"dicha","dichanthelium sp.",2,416,"6/28/2023","arch_21_dicha02_416",1.577,0.02,0.0056,281.6071429,5.6,280,"3newleaf2",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_3"
"118","arch",28,"npk","dicha",TRUE,"dicha","dichanthelium sp.",1,280,"6/26/2023","arch_28_dicha01_280",4.479,0.083,0.0268,167.1268657,26.8,322.8915663,"hard","dicha","graminoid","dicha","dichanthelium sp.","perennial","native","arch_npk_28","arch_npk_28","2plant 1","plant","dichanthelium",1,"block_3"
"119","arch",28,"npk","dicha",TRUE,"dicha","dichanthelium sp.",2,443,"6/28/2023","arch_28_dicha02_443",3.389,0.07,0.0194,174.6907216,19.4,277.1428571,"","dicha","graminoid","dicha","dichanthelium sp.","perennial","native","arch_npk_28","arch_npk_28","2plant 1","plant","dichanthelium",1,"block_3"
"120","temple",1,"control","eude",TRUE,"eude","euphorbia dentata",1,39,"5/24/2023","temple_01_eude01_039",2.199,0.01,0.0092,239.0217391,9.2,920,"",NA,NA,NA,NA,"annual","native",NA,NA,NA,NA,NA,0,"block_1"
"121","temple",1,"control","eubpa",TRUE,"eubpa","euphorbia spathulata",1,113,"5/24/2023","temple_01_eupba01_113",0.577,0.01,0.003,192.3333333,3,300,"","eupho","forb","eupho","euphorbia sp.","annual","native","temple_control_01","temple_control_01","2plant_(genus)","plant","",1,"block_1"
"122","temple",1,"control","eubpa",TRUE,"eubpa","euphorbia spathulata",1,113,"5/24/2023","temple_01_eupha01_113",0.576,0.01,0.003,192,3,300,"","eupho","forb","eupho","euphorbia sp.","annual","native","temple_control_01","temple_control_01","2plant_(genus)","plant","",1,"block_1"
"123","temple",1,"control","eubpa",TRUE,"eubpa","euphorbia spathulata",2,116,"5/24/2023","temple_01_eupba02_116",0.471,0.01,0.0016,294.375,1.6,160,"","eupho","forb","eupho","euphorbia sp.","annual","native","temple_control_01","temple_control_01","2plant_(genus)","plant","",1,"block_1"
"124","temple",1,"control","gapu",TRUE,"gapu","gaillardia pulchella",1,101,"5/24/2023","temple_01_gapu01_101",4.52,0.11,0.0205,220.4878049,20.5,186.3636364,"","gapu","forb","gapu","gaillardia pulchella","annual","native","temple_control_01","temple_control_01","gapu_(gaillardia pulchella)","plant","",10,"block_1"
"125","temple",1,"control","gapu",TRUE,"gapu","gaillardia pulchella",2,104,"5/24/2023","temple_01_gapu02_104",6.928,0.016,0.0328,211.2195122,32.8,2050,"","gapu","forb","gapu","gaillardia pulchella","annual","native","temple_control_01","temple_control_01","gapu_(gaillardia pulchella)","plant","",10,"block_1"
"126","temple",21,"control","gapu",TRUE,"gapu","gaillardia pulchella",1,31,"5/26/2023","temple_21_gapu01_031",4.081,0.08,0.0192,212.5520833,19.2,240,"","gapu","forb","gapu","gaillardia pulchella","annual","native","temple_control_21","temple_control_21","gapu_(gaillardia pulchella)","plant","",8,"block_3"
"127","temple",21,"control","gapu",TRUE,"gapu","gaillardia pulchella",2,34,"5/26/2023","temple_21_gapu02_034",7.121,0.15,0.0294,242.2108844,29.4,196,"","gapu","forb","gapu","gaillardia pulchella","annual","native","temple_control_21","temple_control_21","gapu_(gaillardia pulchella)","plant","",8,"block_3"
"128","temple",1,"control","gate",TRUE,"gate","galium texense",1,84,"5/24/2023","temple_01_gate01_084",1.465,0.01,0.0069,212.3188406,6.9,690,"","gate","forb","gate","galium texense","annual","native","temple_control_01","temple_control_01","gate_(galium texense)","plant","",30,"block_1"
"129","temple",1,"control","gate",TRUE,"gate","galium texense",1,84,"5/24/2023","temple_01_gate01_084",1.465,0.01,0.0069,212.3188406,6.9,690,"","gate","forb","gate","galium texense","annual","native","temple_control_01","temple_control_01","gate_(galium texense)","plant","",35,"block_1"
"130","temple",1,"control","gate",TRUE,"gate","galium texense",2,87,"5/24/2023","temple_01_gate02_087",0.823,0.01,0.0047,175.106383,4.7,470,"","gate","forb","gate","galium texense","annual","native","temple_control_01","temple_control_01","gate_(galium texense)","plant","",30,"block_1"
"131","temple",1,"control","gate",TRUE,"gate","galium texense",2,87,"5/24/2023","temple_01_gate02_087",0.823,0.01,0.0047,175.106383,4.7,470,"","gate","forb","gate","galium texense","annual","native","temple_control_01","temple_control_01","gate_(galium texense)","plant","",35,"block_1"
"132","temple",1,"control","2pgate",FALSE,"gate","galium texense",1,110,"5/24/2023","temple_01_2plantgate01_110",0.114,0.01,0.0014,81.42857143,1.4,140,"2PGATE = 2 Plant Gate","gate","forb","gate","galium texense","annual","native","temple_control_01","temple_control_01","gate_(galium texense)","plant","",30,"block_1"
"133","temple",1,"control","2pgate",FALSE,"gate","galium texense",1,110,"5/24/2023","temple_01_2plantgate01_110",0.114,0.01,0.0014,81.42857143,1.4,140,"2PGATE = 2 Plant Gate","gate","forb","gate","galium texense","annual","native","temple_control_01","temple_control_01","gate_(galium texense)","plant","",35,"block_1"
"134","temple",18,"npk","gate",TRUE,"gate","galium texense",1,31,"5/25/2023","temple_18_gate01_031",1.39,0.01,0.006,231.6666667,6,600,"","gate","forb","gate","galium texense","annual","native","temple_npk_18","temple_npk_18","gate_(galium texense)","plant","",80,"block_2"
"135","temple",18,"npk","gate",TRUE,"gate","galium texense",1,31,"5/25/2023","temple_18_gate01_031",1.39,0.01,0.006,231.6666667,6,600,"","gate","forb","gate","galium texense","annual","native","temple_npk_18","temple_npk_18","gate_(galium texense)","plant","",5,"block_2"
"136","temple",18,"npk","gate",TRUE,"gate","galium texense",2,34,"5/25/2023","temple_18_gate02_034",0.539,0.01,0.0028,192.5,2.8,280,"","gate","forb","gate","galium texense","annual","native","temple_npk_18","temple_npk_18","gate_(galium texense)","plant","",80,"block_2"
"137","temple",18,"npk","gate",TRUE,"gate","galium texense",2,34,"5/25/2023","temple_18_gate02_034",0.539,0.01,0.0028,192.5,2.8,280,"","gate","forb","gate","galium texense","annual","native","temple_npk_18","temple_npk_18","gate_(galium texense)","plant","",5,"block_2"
"138","sevi",17,"npk","hodr",TRUE,"hodr","hoffmannseggia drepanocarpa",5,543,"9/10/2023","sevi_17_poja_HODR_01_543_005",3.243,0.106,0.0289,112.2145329,28.9,272.6415094,"mis.ID actually hodrNAHard; Wrong genus 9/14",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"139","sevi",22,"control","hodr",TRUE,"hodr","hoffmannseggia drepanocarpa",1,573,"9/12/2023","sevi_22_hodr01_573_033",0.945,0.1623,0.047,20.10638298,47,289.5871842,"","hodr","forb","hodr","hoffmannseggia drepanocarpa","perennial","native","sevi_control_22","sevi_control_22","hodr_hoffmannseggia drepanocarpa 4","plant","",4,"block_1"
"140","sevi",22,"control","hodr",TRUE,"hodr","hoffmannseggia drepanocarpa",2,576,"9/12/2023","sevi_22_hodr02_576_016",3.627,0.1438,0.0408,88.89705882,40.8,283.7273992,"","hodr","forb","hodr","hoffmannseggia drepanocarpa","perennial","native","sevi_control_22","sevi_control_22","hodr_hoffmannseggia drepanocarpa 4","plant","",4,"block_1"
"141","arch",1,"control","hyed",TRUE,"hyed","hypericum edisonianum",1,283,"6/26/2023","arch_01_hyed01_283",1.053,0.025,0.0115,91.56521739,11.5,460,"hard","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_control_01","arch_control_01","hyed_(hypericum edisonianum) 20","plant","",20,"block_1"
"142","arch",1,"control","hyed",TRUE,"hyed","hypericum edisonianum",2,313,"6/27/2023","arch_01_hyed02_313",0.653,0.014,0.0074,88.24324324,7.4,528.5714286,"","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_control_01","arch_control_01","hyed_(hypericum edisonianum) 20","plant","",20,"block_1"
"143","arch",8,"npk","hyed",TRUE,"hyed","hypericum edisonianum",1,286,"6/26/2023","arch_08_hyed01_286",1.152,0.024,0.013,88.61538462,13,541.6666667,"hard","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_npk_08","arch_npk_08","hyed_(hypericum edisonianum) 28","plant","",28,"block_1"
"144","arch",8,"npk","hyed",TRUE,"hyed","hypericum edisonianum",2,324,"6/27/2023","arch_08_hyed02_324",1.19,0.026,0.0112,106.25,11.2,430.7692308,"","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_npk_08","arch_npk_08","hyed_(hypericum edisonianum) 28","plant","",28,"block_1"
"145","arch",11,"control","hyed",TRUE,"hyed","hypericum edisonianum",1,208,"6/24/2023","arch_11_hyed01_208",0.976,0.025,0.0115,84.86956522,11.5,460,"hard","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_control_11","arch_control_11","hyed_(hypericum edisonianum) 10","plant","",10,"block_2"
"146","arch",11,"control","hyed",TRUE,"hyed","hypericum edisonianum",2,350,"6/28/2023","arch_11_hyed02_350",0.941,0.022,0.0105,89.61904762,10.5,477.2727273,"","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_control_11","arch_control_11","hyed_(hypericum edisonianum) 10","plant","",10,"block_2"
"147","arch",11,"control","hyed",TRUE,"hyed","hypericum edisonianum",4,437,"6/30/2023","arch_11_hyed04_437",0.736,0.02,0.0083,88.6746988,8.3,415,"hard","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_control_11","arch_control_11","hyed_(hypericum edisonianum) 10","plant","",10,"block_2"
"148","arch",18,"npk","hyed",TRUE,"hyed","hypericum edisonianum",1,241,"6/24/2023","arch_18_hyed01_241",1.081,0.026,0.0114,94.8245614,11.4,438.4615385,"hard","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_npk_18","arch_npk_18","hyed_(hypericum edisonianum) 5","plant","",5,"block_2"
"149","arch",18,"npk","hyed",TRUE,"hyed","hypericum edisonianum",2,377,"6/28/2023","arch_18_hyed02_377",0.834,0.021,0.0081,102.962963,8.1,385.7142857,"","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_npk_18","arch_npk_18","hyed_(hypericum edisonianum) 5","plant","",5,"block_2"
"150","arch",18,"npk","hyed",TRUE,"hyed","hypericum edisonianum",4,465,"6/30/2023","arch_18_hyed04_465",1.266,0.035,0.0145,87.31034483,14.5,414.2857143,"","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_npk_18","arch_npk_18","hyed_(hypericum edisonianum) 5","plant","",5,"block_2"
"151","arch",21,"control","hyed",TRUE,"hyed","hypericum edisonianum",1,259,"6/26/2023","arch_21_hyed01_259",1.08,0.028,0.0115,93.91304348,11.5,410.7142857,"1diffleafhard","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_control_21","arch_control_21","hyed_(hypericum edisonianum) 15","plant","",15,"block_3"
"152","arch",21,"control","hyed",TRUE,"hyed","hypericum edisonianum",2,410,"6/28/2023","arch_21_hyed02_410",0.772,0.019,0.0096,80.41666667,9.6,505.2631579,"1diffleaf","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_control_21","arch_control_21","hyed_(hypericum edisonianum) 15","plant","",15,"block_3"
"153","arch",28,"npk","hyed",TRUE,"hyed","hypericum edisonianum",1,274,"6/26/2023","arch_28_hyed01_274",0.574,0.011,0.0073,78.63013699,7.3,663.6363636,"hard","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_npk_28","arch_npk_28","hyed_(hypericum edisonianum) 5","plant","",5,"block_3"
"154","arch",28,"npk","hyed",TRUE,"hyed","hypericum edisonianum",3,295,"6/26/2023","arch_28_hyed03_295",1.285,0.037,0.0136,94.48529412,13.6,367.5675676,"hard; we have 2 SLA scans","hyed","forb","hyed","hypericum edisonianum","perennial","native","arch_npk_28","arch_npk_28","hyed_(hypericum edisonianum) 5","plant","",5,"block_3"
"155","arch",18,"npk","lylu",TRUE,"lylu","lyonia lucida",1,386,"6/28/2023","arch_18_lylu01_386",11.633,0.305,0.1231,94.50040617,123.1,403.6065574,"alt. egg","lylu","forb","lylu","lyonia lucida","perennial","native","arch_npk_18","arch_npk_18","ilgl_(ilex glabra) 14","plant","",14,"block_2"
"156","arch",18,"npk","lylu",TRUE,"lylu","lyonia lucida",2,389,"6/28/2023","arch_18_lylu02_389",6.182,0.138,0.0485,127.4639175,48.5,351.4492754,"alt. egg","lylu","forb","lylu","lyonia lucida","perennial","native","arch_npk_18","arch_npk_18","ilgl_(ilex glabra) 14","plant","",14,"block_2"
"157","temple",18,"npk","mipl",FALSE,"miro","mimosa roemeriana",2,40,"5/25/2023","temple_18_mipl02_040",1.793,0.01,0.0051,351.5686275,5.1,510,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_2"
"158","temple",18,"npk","mipl",FALSE,"miro","mimosa roemeriana",3,43,"5/26/2023","temple_18_mipl03_043",0.439,0.03,0.0278,15.79136691,27.8,926.6666667,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_2"
"159","temple",18,"npk","mipl",FALSE,"miro","mimosa roemeriana",4,46,"5/26/2023","temple_18_mipl04_046",7.512,0.13,0.0708,106.1016949,70.8,544.6153846,"mipl04_046 version 2, leaves spread out. used this version average leaf area. ",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_2"
"160","temple",21,"control","mipl",FALSE,"miro","mimosa roemeriana",2,40,"5/26/2023","temple_21_mipl02_040",1.115,0.01,0.0079,141.1392405,7.9,790,"","miro","forb","mipl","mimosa roemeriana","perennial","native","temple_control_21","temple_control_21","mipl_(mimosa quadrivalvis var. platycarpa)","plant","",3,"block_3"
"161","temple",21,"control","mipl",FALSE,"miro","mimosa roemeriana",3,43,"5/26/2023","temple_21_mipl03_043",0.878,0.1,0.0425,20.65882353,42.5,425,"","miro","forb","mipl","mimosa roemeriana","perennial","native","temple_control_21","temple_control_21","mipl_(mimosa quadrivalvis var. platycarpa)","plant","",3,"block_3"
"162","temple",21,"control","mipl",FALSE,"miro","mimosa roemeriana",4,46,"5/26/2023","temple_21_mipl04_046",10.208,0.2,0.0959,106.4442127,95.9,479.5,"","miro","forb","mipl","mimosa roemeriana","perennial","native","temple_control_21","temple_control_21","mipl_(mimosa quadrivalvis var. platycarpa)","plant","",3,"block_3"
"163","temple",1,"control","moci",TRUE,"moci","monarda citriodora",1,57,"5/24/2023","temple_01_moci01_057",8.115,0.16,0.0487,166.6324435,48.7,304.375,"","moci","forb","moci","monarda citriodora","annual","native","temple_control_01","temple_control_01","moci_(monarda citriodora)","plant","",2,"block_1"
"164","temple",1,"control","moci",TRUE,"moci","monarda citriodora",2,60,"5/24/2023","temple_01_moci02_060",14.013,0.29,0.073,191.9589041,73,251.7241379,"","moci","forb","moci","monarda citriodora","annual","native","temple_control_01","temple_control_01","moci_(monarda citriodora)","plant","",2,"block_1"
"165","temple",8,"npk","moci",TRUE,"moci","monarda citriodora",1,31,"5/25/2023","temple_08_moci01_031",5.875,0.1,0.0265,221.6981132,26.5,265,"","moci","forb","moci","monarda citriodora","annual","native","temple_npk_08","temple_npk_08","moci_(monarda citriodora)","plant","",10,"block_1"
"166","temple",8,"npk","moci",TRUE,"moci","monarda citriodora",1,31,"5/25/2023","temple_08_moci01_031",5.875,0.1,0.0265,221.6981132,26.5,265,"","moci","forb","moci","monarda citriodora","annual","native","temple_npk_08","temple_npk_08","moci_(monarda citriodora)","plant","",10,"block_1"
"167","temple",8,"npk","moci",TRUE,"moci","monarda citriodora",2,34,"5/25/2023","temple_08_moci02_034",5.423,0.07,0.028,193.6785714,28,400,"","moci","forb","moci","monarda citriodora","annual","native","temple_npk_08","temple_npk_08","moci_(monarda citriodora)","plant","",10,"block_1"
"168","temple",8,"npk","moci",TRUE,"moci","monarda citriodora",2,34,"5/25/2023","temple_08_moci02_034",5.423,0.07,0.028,193.6785714,28,400,"","moci","forb","moci","monarda citriodora","annual","native","temple_npk_08","temple_npk_08","moci_(monarda citriodora)","plant","",10,"block_1"
"169","temple",11,"control","moci",TRUE,"moci","monarda citriodora",1,31,"5/25/2023","temple_11_moci01_031",5.881,0.1,0.0254,231.5354331,25.4,254,"","moci","forb","moci","monarda citriodora","annual","native","temple_control_11","temple_control_11","moci_(monarda citriodora)","plant","",2,"block_2"
"170","temple",11,"control","moci",TRUE,"moci","monarda citriodora",2,34,"5/25/2023","temple_11_moci02_034",3.644,0.06,0.0184,198.0434783,18.4,306.6666667,"","moci","forb","moci","monarda citriodora","annual","native","temple_control_11","temple_control_11","moci_(monarda citriodora)","plant","",2,"block_2"
"171","temple",1,"control","pape",TRUE,"pape","parietaria pensylvanica",1,78,"5/24/2023","temple_01_pape01_078",1.169,0.01,0.0027,432.962963,2.7,270,"""sticky""sticky plant","pape","forb","pape","parietaria pensylvanica","annual","native","temple_control_01","temple_control_01","2plant_(unknown)","plant","",2,"block_1"
"172","temple",1,"control","pape",TRUE,"pape","parietaria pensylvanica",2,81,"5/24/2023","temple_01_pape02_081",1.903,0.01,0.0078,243.974359,7.8,780,"""sticky""sticky plant","pape","forb","pape","parietaria pensylvanica","annual","native","temple_control_01","temple_control_01","2plant_(unknown)","plant","",2,"block_1"
"173","temple",8,"npk","pape",TRUE,"pape","parietaria pensylvanica",1,37,"5/25/2023","temple_08_pape01_037",3.352,0.01,0.0098,342.0408163,9.8,980,"sticky plant","pape","forb","pape","parietaria pensylvanica","annual","native","temple_npk_08","temple_npk_08","2plant_(unknown)","plant","",2,"block_1"
"174","temple",8,"npk","pape",TRUE,"pape","parietaria pensylvanica",2,40,"5/25/2023","temple_08_pape02_040",2.002,0.01,0.0045,444.8888889,4.5,450,"sticky plant","pape","forb","pape","parietaria pensylvanica","annual","native","temple_npk_08","temple_npk_08","2plant_(unknown)","plant","",2,"block_1"
