LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr,X
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770179,3505767,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.396,%,Single,NA,,,13.96,mg/g,NA,32365516,1.12088,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770191,3505994,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.6954,%,Single,NA,,,446.954,mg/g,NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770191,3505995,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.0725,%,Single,NA,,,10.725,mg/g,NA,32340599,1.8419,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770200,3506165,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,45.2591,%,Single,NA,,,452.591,mg/g,NA,32367214,0.813265,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770200,3506166,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.4184,%,Single,NA,,,14.184,mg/g,NA,32367215,1.02358,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770201,3506184,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,45.0025,%,Single,NA,,,450.025,mg/g,NA,32345472,0.167422,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770201,3506185,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.4317,%,Single,NA,,,14.317,mg/g,NA,32367290,1.27158,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770208,3506317,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,45.0206,%,Single,NA,,,450.206,mg/g,NA,32345472,0.167422,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770208,3506318,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.4637,%,Single,NA,,,14.637,mg/g,NA,32367852,1.40351,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770217,3506488,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,45.4322,%,Single,NA,,,454.322,mg/g,NA,32368570,0.732624,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770217,3506489,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.334,%,Single,NA,,,13.34,mg/g,NA,32368571,1.15655,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770219,3506526,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.806,%,Single,NA,,,448.06,mg/g,NA,32344607,0.189784,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770219,3506527,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.2573,%,Single,NA,,,12.573,mg/g,NA,32343164,1.34335,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770227,3506678,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.6065,%,Single,NA,,,446.065,mg/g,NA,32369367,0.220503,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770227,3506679,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.2802,%,Single,NA,,,12.802,mg/g,NA,32369368,1.28503,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770238,3506887,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.7125,%,Single,NA,,,447.125,mg/g,NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770238,3506888,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.4598,%,Single,NA,,,14.598,mg/g,NA,32370250,1.38759,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770248,3507077,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,45.1729,%,Single,NA,,,451.729,mg/g,NA,32344532,0.85176,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770248,3507078,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.1553,%,Single,NA,,,11.553,mg/g,NA,32371058,1.60543,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770249,3507096,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.7722,%,Single,NA,,,447.722,mg/g,NA,32344607,0.189784,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770249,3507097,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.3411,%,Single,NA,,,13.411,mg/g,NA,32371133,1.13998,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770253,3507172,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.3784,%,Single,NA,,,443.784,mg/g,NA,32371454,0.263055,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770253,3507173,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.1901,%,Single,NA,,,11.901,mg/g,NA,32371455,1.5128,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770260,3507305,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.154,%,Single,NA,,,441.54,mg/g,NA,32341636,0.300602,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770260,3507306,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.0699,%,Single,NA,,,10.699,mg/g,NA,32343970,1.84627,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770271,3507503,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.588,%,Single,NA,,,445.88,mg/g,NA,32369367,0.220503,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770271,3507504,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.338,%,Single,NA,,,13.38,mg/g,NA,32372911,1.14721,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770294,3507917,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.505,%,Single,NA,,,445.05,mg/g,NA,32343969,0.256213,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770294,3507918,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.084,%,Single,NA,,,10.84,mg/g,NA,32374760,1.80424,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770305,3508115,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.07,%,Single,NA,,,440.7,mg/g,NA,32375638,0.320936,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770305,3508116,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.22,%,Single,NA,,,12.2,mg/g,NA,32375639,1.43536,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770316,3508313,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,45.135,%,Single,NA,,,451.35,mg/g,NA,32344532,0.85176,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770316,3508314,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.153,%,Single,NA,,,11.53,mg/g,NA,32376535,1.61165,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770325,3508475,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.22,%,Single,NA,,,442.2,mg/g,NA,32377260,1.30392,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770325,3508476,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.211,%,Single,NA,,,12.11,mg/g,NA,32377261,1.45847,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770332,3508601,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.36,%,Single,NA,,,443.6,mg/g,NA,32371454,0.263055,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770332,3508602,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.466,%,Single,NA,,,14.66,mg/g,NA,32377831,1.41288,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770401,3509830,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.1606,%,Single,NA,,,441.606,mg/g,NA,32341636,0.300602,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770401,3509831,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.3565,%,Single,NA,,,13.565,mg/g,NA,32383420,1.10435,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770411,3510010,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.892,%,Single,NA,,,448.92,mg/g,NA,32340598,0.169324,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770411,3510011,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.6429,%,Single,NA,,,16.429,mg/g,NA,32384237,2.09282,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770428,3510313,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.6551,%,Single,NA,,,446.551,mg/g,NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770428,3510314,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.9231,%,Single,NA,,,19.231,mg/g,NA,32385604,3.03268,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770458,3510822,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.038,%,Single,NA,,,440.38,mg/g,NA,32375638,0.320936,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770458,3510823,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.3558,%,Single,NA,,,13.558,mg/g,NA,32383420,1.10435,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770471,3511043,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.877,%,Single,NA,,,448.77,mg/g,NA,32340598,0.169324,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770471,3511044,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.67,%,Single,NA,,,16.7,mg/g,NA,32389086,2.19047,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770481,3511204,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,45.325,%,Single,NA,,,453.25,mg/g,NA,32367214,0.813265,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Schizachyrium scoparium,48859,Schizachyrium scoparium,770481,3511205,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.193,%,Single,NA,,,11.93,mg/g,NA,32389894,1.50521,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770482,3511220,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.337,%,Single,NA,,,443.37,mg/g,NA,32371454,0.263055,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770482,3511221,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.383,%,Single,NA,,,13.83,mg/g,NA,32389969,1.06504,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770550,3512376,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.129,%,Single,NA,,,441.29,mg/g,NA,32341636,0.300602,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
