ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,title,species,species_notes_if_,percent_cover_,photo_if_needed,cover_notes
bc054f23-e73e-4bd8-8414-b36ba7bc1d77,7c7c22ef-bfb5-402d-8f65-aaf70f9e9653,2023-05-23T13:21:26.250Z,2023-05-23T14:07:24.000Z,PONU_(POLYTAENIA NUTTALLII),PONU_(POLYTAENIA NUTTALLII),,4,,
bc054f23-e73e-4bd8-8414-b36ba7bc1d77,c41e942b-e1b4-494c-99cd-c617e9fa4ceb,2023-05-23T13:20:52.896Z,2023-05-23T14:07:22.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,35,,
9892bea0-ee69-4b46-8eea-87b723cb496a,ee47b9d0-8ce7-481b-a394-c6d5714270c0,2023-05-23T13:17:40.205Z,2023-05-23T14:07:19.000Z,GAPU_(GAILLARDIA PULCHELLA),GAPU_(GAILLARDIA PULCHELLA),,3,,
9892bea0-ee69-4b46-8eea-87b723cb496a,ac16782e-8548-4ecd-acbb-68175bf02cbc,2023-05-23T13:16:36.747Z,2023-05-23T14:07:16.000Z,CEME_(CENTAUREA MELITENSIS),CEME_(CENTAUREA MELITENSIS),,8,,CEAM?
9892bea0-ee69-4b46-8eea-87b723cb496a,be77f6d4-316f-4039-af38-5fb141bfed9e,2023-05-23T13:14:48.904Z,2023-05-23T14:07:15.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,30,,
9892bea0-ee69-4b46-8eea-87b723cb496a,eeb6e1a9-d8a3-44c8-85ab-9a3067403199,2023-05-23T13:14:03.437Z,2023-05-23T14:07:14.000Z,SPCO_(SPOROBOLUS COMPOSITUS),SPCO_(SPOROBOLUS COMPOSITUS),,6,,
9892bea0-ee69-4b46-8eea-87b723cb496a,c46f3b81-6bc5-46fc-bbac-a86051d432af,2023-05-23T13:13:11.389Z,2023-05-23T14:07:12.000Z,SOHA_(SORGHUM HALEPENSE),SOHA_(SORGHUM HALEPENSE),,5,,
9892bea0-ee69-4b46-8eea-87b723cb496a,9d71f42b-54f4-445c-aa9d-df1dd45a4ca6,2023-05-23T13:12:53.413Z,2023-05-23T14:07:10.000Z,GATE_(GALIUM TEXENSE),GATE_(GALIUM TEXENSE),,80,,
9892bea0-ee69-4b46-8eea-87b723cb496a,8403b2ae-6608-4079-8089-2cad824e0722,2023-05-23T13:12:18.133Z,2023-05-23T14:07:09.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,30,,
9892bea0-ee69-4b46-8eea-87b723cb496a,e6da9795-f834-407b-ba58-fa5643841669,2023-05-23T13:11:18.227Z,2023-05-23T14:07:08.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,70,,
c5261ef3-db17-4c4b-ba57-e2ddd9016575,1a2eb640-4092-434a-9cd4-1942b8f5a545,2023-05-23T13:05:35.583Z,2023-05-23T14:07:03.000Z,GATE_(GALIUM TEXENSE),GATE_(GALIUM TEXENSE),,30,,
c5261ef3-db17-4c4b-ba57-e2ddd9016575,441199bf-f365-44e9-8dab-5326f0bb7623,2023-05-23T13:04:43.918Z,2023-05-23T14:07:01.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,25,,
c5261ef3-db17-4c4b-ba57-e2ddd9016575,7ee39d81-ec41-4af7-9d56-b513adf0a073,2023-05-23T13:04:18.430Z,2023-05-23T14:07:00.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,5,,
c5261ef3-db17-4c4b-ba57-e2ddd9016575,68808c09-8ac2-4869-bbc2-5538846dbc59,2023-05-23T13:02:56.471Z,2023-05-23T14:06:58.000Z,SOHA_(SORGHUM HALEPENSE),SOHA_(SORGHUM HALEPENSE),,13,,
c5261ef3-db17-4c4b-ba57-e2ddd9016575,94ccf234-7afe-40d5-a05e-6c58417140a9,2023-05-23T13:02:08.409Z,2023-05-23T14:06:56.000Z,SPCO_(SPOROBOLUS COMPOSITUS),SPCO_(SPOROBOLUS COMPOSITUS),,8,,
c5261ef3-db17-4c4b-ba57-e2ddd9016575,6f0d0847-80b9-4e03-8d6a-ef53fb6167db,2023-05-23T12:59:57.930Z,2023-05-23T14:06:55.000Z,MOCI_(MONARDA CITRIODORA),MOCI_(MONARDA CITRIODORA),,10,,
c5261ef3-db17-4c4b-ba57-e2ddd9016575,8391b69d-8738-4bb5-938c-596cedd25a2a,2023-05-23T12:59:06.553Z,2023-05-23T14:06:54.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,50,,
2316375c-bd41-42db-80fe-19ae5c761281,1b9c8d2d-c5f4-415b-b882-3506ccbdc21e,2023-05-23T12:55:47.410Z,2023-05-23T14:06:49.000Z,RUTR_(RUBUS TRIVIALIS),RUTR_(RUBUS TRIVIALIS),,8,,
2316375c-bd41-42db-80fe-19ae5c761281,7567f0e9-1deb-49ea-bc1c-249f109e398a,2023-05-23T12:54:52.400Z,2023-05-23T14:06:48.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,8,,
2316375c-bd41-42db-80fe-19ae5c761281,895222ae-8787-42f2-a917-1d5081e08d3e,2023-05-23T12:52:38.733Z,2023-05-23T14:06:46.000Z,SCSC_(SCHIZACHYRIUM SCOPARIUM),SCSC_(SCHIZACHYRIUM SCOPARIUM),,25,,
2316375c-bd41-42db-80fe-19ae5c761281,2e6317ea-dbfd-4527-bd68-7af3dd59387f,2023-05-23T12:51:06.127Z,2023-05-23T14:06:43.000Z,MOCI_(MONARDA CITRIODORA),MOCI_(MONARDA CITRIODORA),,2,,
2316375c-bd41-42db-80fe-19ae5c761281,d8d72e8c-6f42-4283-b1e1-c5e72cf0b5f5,2023-05-23T12:50:08.764Z,2023-05-23T14:06:42.000Z,TRBR_(TRAGIA BREVISPICA),TRBR_(TRAGIA BREVISPICA),,7,,
2316375c-bd41-42db-80fe-19ae5c761281,9e4d0aa7-c4a2-4830-9ba8-fedb536b1afa,2023-05-23T12:49:17.311Z,2023-05-23T14:06:41.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,30,,
2316375c-bd41-42db-80fe-19ae5c761281,c7851305-9b4b-4f21-9eaa-86891fa00f95,2023-05-23T12:48:04.753Z,2023-05-23T14:06:39.000Z,GATE_(GALIUM TEXENSE),GATE_(GALIUM TEXENSE),,30,,
2316375c-bd41-42db-80fe-19ae5c761281,2ecb4aba-7775-4f27-8d1a-fa2222cb0e29,2023-05-23T12:46:15.193Z,2023-05-23T14:06:37.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,35,,
da873470-ee73-4ebe-b328-db886aa6c0b4,37dbc5f9-4d5c-4738-94ec-1f52299fd99c,2023-05-23T12:42:09.025Z,2023-05-23T14:06:34.000Z,MIPL_(MIMOSA QUADRIVALVIS var. PLATYCARPA),MIPL_(MIMOSA QUADRIVALVIS var. PLATYCARPA),,6,,
da873470-ee73-4ebe-b328-db886aa6c0b4,e3e5d473-800b-48c1-8444-4c6b4eba0044,2023-05-23T12:41:49.142Z,2023-05-23T14:06:31.000Z,PONU_(POLYTAENIA NUTTALLII),PONU_(POLYTAENIA NUTTALLII),,7,,
da873470-ee73-4ebe-b328-db886aa6c0b4,cfe32aa8-a01c-4613-a489-ef2a80b5c617,2023-05-23T12:39:23.200Z,2023-05-23T14:06:30.000Z,SCSC_(SCHIZACHYRIUM SCOPARIUM),SCSC_(SCHIZACHYRIUM SCOPARIUM),,25,,
da873470-ee73-4ebe-b328-db886aa6c0b4,c93cf5e6-1e8c-40be-96a6-f672e6ec63db,2023-05-23T12:38:26.797Z,2023-05-23T14:06:29.000Z,SONU_(SORGHASTRUM NUTANS),SONU_(SORGHASTRUM NUTANS),,25,,
da873470-ee73-4ebe-b328-db886aa6c0b4,248b94fd-4c28-4175-a91c-f674657525a8,2023-05-23T12:37:07.219Z,2023-05-23T14:06:27.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,35,,
da873470-ee73-4ebe-b328-db886aa6c0b4,b847e95b-45c5-4ca0-828c-da0159e863a6,2023-05-23T12:35:55.736Z,2023-05-23T14:06:25.000Z,BRJA_(BROMUS JAPONICUS),BRJA_(BROMUS JAPONICUS),,20,,
da873470-ee73-4ebe-b328-db886aa6c0b4,a84a549b-e7d5-42c6-8844-7db733f97970,2023-05-23T12:34:43.317Z,2023-05-23T14:06:23.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,3,,
da873470-ee73-4ebe-b328-db886aa6c0b4,03fe4870-32f0-473e-a52f-fe92be430de3,2023-05-23T12:34:13.329Z,2023-05-23T14:06:22.000Z,TOAR_(TORILIS ARVENSIS),TOAR_(TORILIS ARVENSIS),,7,,
53a6cb93-dadb-48b6-a5e9-0bfbe280b052,32948a36-77ee-492b-9f44-b9146a654b93,2023-05-23T12:20:39.000Z,2023-05-23T12:33:20.000Z,PONU_(POLYTAENIA NUTTALLII),PONU_(POLYTAENIA NUTTALLII),,2,,
53a6cb93-dadb-48b6-a5e9-0bfbe280b052,8606ae37-8790-421b-ade9-5a3b33755026,2023-05-23T12:19:51.000Z,2023-05-23T12:33:18.000Z,MIPL_(MIMOSA QUADRIVALVIS var. PLATYCARPA),MIPL_(MIMOSA QUADRIVALVIS var. PLATYCARPA),,3,,
53a6cb93-dadb-48b6-a5e9-0bfbe280b052,58c2e04b-3237-4dbe-854b-a9c322468b2a,2023-05-23T12:17:35.000Z,2023-05-23T12:33:16.000Z,SOHA_(SORGHUM HALEPENSE),SOHA_(SORGHUM HALEPENSE),,3,,
53a6cb93-dadb-48b6-a5e9-0bfbe280b052,ab9942bc-f307-4453-a1a0-9fff7078697e,2023-05-23T12:17:07.000Z,2023-05-23T12:33:10.000Z,SODI_(SOLANUM DIMIDIATUM),SODI_(SOLANUM DIMIDIATUM),,2,,
53a6cb93-dadb-48b6-a5e9-0bfbe280b052,3f649f22-30fa-4a15-b3e5-46e670338bf6,2023-05-23T12:15:56.000Z,2023-05-23T12:33:08.000Z,SAAZ_(SALVIA AZUREA),SAAZ_(SALVIA AZUREA),,6,,
53a6cb93-dadb-48b6-a5e9-0bfbe280b052,ad178aba-e047-40ce-823f-69a28076b564,2023-05-23T12:13:08.000Z,2023-05-23T12:33:06.000Z,COCA_(COCCULUS CAROLINUS),COCA_(COCCULUS CAROLINUS),,15,,
53a6cb93-dadb-48b6-a5e9-0bfbe280b052,72274bef-1f5e-4f69-a64f-d6a8cce0e45b,2023-05-23T12:11:43.000Z,2023-05-23T12:33:04.000Z,SONU_(SORGHASTRUM NUTANS),SONU_(SORGHASTRUM NUTANS),,30,,
53a6cb93-dadb-48b6-a5e9-0bfbe280b052,fbd0220b-66bb-4a3c-9090-15bba7662883,2023-05-23T12:11:19.000Z,2023-05-23T12:33:02.000Z,AMTR_(AMBROSIA TRIFIDA),AMTR_(AMBROSIA TRIFIDA),,25,,
53a6cb93-dadb-48b6-a5e9-0bfbe280b052,1e1da36b-afd6-4b90-bc11-c375745b4e32,2023-05-23T12:11:01.000Z,2023-05-23T12:33:00.000Z,SCSC_(SCHIZACHYRIUM SCOPARIUM),SCSC_(SCHIZACHYRIUM SCOPARIUM),,40,,
