"","site.x","type","family","code_field","code.x","taxon.x","pathway","duration","duration2","con_acq","notes_con_acq","status","code_usda","notes_taxon.x","taxon_morpho","notes","ec5_branch_owner_uuid.x","ec5_uuid","created_at.x","uploaded_at.x","ec5_branch_owner_uuid.y","ec5_branch_uuid","created_at","uploaded_at","title","date_measured","time_started","site.y","site_trt_plot","site.1","trt","plot","subplot","nested_subplot","photo_1x1","notes_plot","species_list_site","species_in_plot","epicollect_title","epicollect_species","category","code.y","taxon.y","notes_taxon.y","species_notes_if_","percent_cover","photo_if_needed","notes_cover"
"77","arch","forb","asteraceae","carph","carph","carphephorus odoratissimus","","perennial","","","","native","caod3","","turkey vein spoon","","1aad7f56-5111-4bad-904f-c57d81641088","1aad7f56-5111-4bad-904f-c57d81641088","2023-06-21T17:08:54.000Z","2023-08-21T03:46:07.000Z","1aad7f56-5111-4bad-904f-c57d81641088","18c8e9ca-23f4-4cde-a58b-9769553b7090","2023-06-21T17:11:55.000Z","2023-06-21T17:13:37.000Z","arch_control_11","6/21/2023","12:49 PM","arch","arch_control_11","arch","control",11,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1aad7f56-5111-4bad-904f-c57d81641088_1687366229.jpg","","arch",11,"2plant 2","2plant","plant","carph","carphephorus odoratissimus","photo","carphephorus odoratissimus",2,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=18c8e9ca-23f4-4cde-a58b-9769553b7090_1687367511.jpg",""
"78","arch","graminoid","poaceae","dicha","dicha","dichanthelium sp.","c3","perennial","","acquisitive","","native","dicha2","","","","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","2023-06-21T18:36:30.000Z","2023-08-21T03:46:05.000Z","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","2aaf240c-6865-4d50-a2dc-091589f831c0","2023-06-21T18:37:47.000Z","2023-06-21T18:39:17.000Z","arch_control_01","6/21/2023","2:30 PM","arch","arch_control_01","arch","control",1,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=f1174a2c-c9a2-4dde-bf7f-96e2b08a403c_1687372294.jpg","","arch",11,"2plant 1","2plant","plant","dicha","dichanthelium sp.","photo","dichanthelium",1,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=2aaf240c-6865-4d50-a2dc-091589f831c0_1687372663.jpg",""
"79","arch","graminoid","poaceae","dicha","dicha","dichanthelium sp.","c3","perennial","","acquisitive","","native","dicha2","","","","1e2c6339-bd80-4d6c-996c-89b24fceac41","1e2c6339-bd80-4d6c-996c-89b24fceac41","2023-06-21T17:27:03.000Z","2023-06-21T17:51:14.000Z","1e2c6339-bd80-4d6c-996c-89b24fceac41","1513b228-4be8-41be-9e2c-7571ea59eaf3","2023-06-21T17:50:25.000Z","2023-06-21T17:51:32.000Z","arch_npk_18","6/21/2023","1:25 PM","arch","arch_npk_18","arch","npk",18,"c","3","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1e2c6339-bd80-4d6c-996c-89b24fceac41_1687368394.jpg","","arch",14,"2plant 1","2plant","plant","dicha","dichanthelium sp.","photo","dichanthelium",1,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1513b228-4be8-41be-9e2c-7571ea59eaf3_1687369822.jpg",""
"80","arch","graminoid","poaceae","dicha","dicha","dichanthelium sp.","c3","perennial","","acquisitive","","native","dicha2","","","","78777246-4291-4246-9899-7a4e35f3f758","78777246-4291-4246-9899-7a4e35f3f758","2023-06-21T15:15:49.000Z","2023-06-21T16:08:17.000Z","78777246-4291-4246-9899-7a4e35f3f758","087f71b3-59ed-4224-b561-1f3970dba4aa","2023-06-21T15:53:06.000Z","2023-06-21T16:08:20.000Z","arch_npk_28","6/21/2023","11:13 AM","arch","arch_npk_28","arch","npk",28,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=78777246-4291-4246-9899-7a4e35f3f758_1687360462.jpg","","arch",12,"2plant 1","2plant","plant","dicha","dichanthelium sp.","photo","dichanthelium",1,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=087f71b3-59ed-4224-b561-1f3970dba4aa_1687362722.jpg",""
"81","arch","graminoid","poaceae","dicha","dicha","dichanthelium sp.","c3","perennial","","acquisitive","","native","dicha2","","","","17a0bd21-d17f-49a0-b181-eea16e6102bf","17a0bd21-d17f-49a0-b181-eea16e6102bf","2023-06-21T18:05:29.000Z","2023-06-21T18:11:09.000Z","17a0bd21-d17f-49a0-b181-eea16e6102bf","1bfaebe5-a418-4350-9a47-ee9530a4e81d","2023-06-21T18:03:39.000Z","2023-06-21T18:08:01.000Z","arch_npk_08","6/21/2023","1:57 PM","arch","arch_npk_08","arch","npk",8,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=17a0bd21-d17f-49a0-b181-eea16e6102bf_1687370308.jpg","","arch",11,"2plant 2","2plant","plant","dicha","dichanthelium sp.","","dichanthelium",2,"",""
"82","arch","forb","asteraceae","eumo","eumo","eupatorium mohrii","","perennial","","","","native","eumo4","","redline","","060a5adb-824c-4fbe-a694-6a346bbf3390","060a5adb-824c-4fbe-a694-6a346bbf3390","2023-06-21T13:39:41.000Z","2023-08-21T03:46:09.000Z","060a5adb-824c-4fbe-a694-6a346bbf3390","8f7f3271-7cfd-4aff-a777-a6b838d92631","2023-06-21T14:59:14.000Z","2023-06-21T15:00:29.000Z","arch_control_21","6/21/2023","9:31 AM","arch","arch_control_21","arch","control",21,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=060a5adb-824c-4fbe-a694-6a346bbf3390_1687354305.jpg","","arch",12,"2plant 2","2plant","plant","eumo","eupatorium mohrii","morpho redline","eupatorium mohrii",2,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=8f7f3271-7cfd-4aff-a777-a6b838d92631_1687359550.jpg",""
"83","arch","forb","clusiaceae","hyed","hyed","hypericum edisonianum","","perennial","","","","native","hyed","","","","060a5adb-824c-4fbe-a694-6a346bbf3390","060a5adb-824c-4fbe-a694-6a346bbf3390","2023-06-21T13:39:41.000Z","2023-08-21T03:46:09.000Z","060a5adb-824c-4fbe-a694-6a346bbf3390","a10e9f1f-dd1f-45e7-98a2-72a8ad850899","2023-06-21T13:35:42.000Z","2023-06-21T15:00:15.000Z","arch_control_21","6/21/2023","9:31 AM","arch","arch_control_21","arch","control",21,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=060a5adb-824c-4fbe-a694-6a346bbf3390_1687354305.jpg","","arch",12,"hyed_(hypericum edisonianum) 15","hyed_(hypericum edisonianum)","plant","hyed","hypericum edisonianum","","",15,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=a10e9f1f-dd1f-45e7-98a2-72a8ad850899_1687354537.jpg",""
"84","arch","forb","clusiaceae","hyed","hyed","hypericum edisonianum","","perennial","","","","native","hyed","","","","17a0bd21-d17f-49a0-b181-eea16e6102bf","17a0bd21-d17f-49a0-b181-eea16e6102bf","2023-06-21T18:05:29.000Z","2023-06-21T18:11:09.000Z","17a0bd21-d17f-49a0-b181-eea16e6102bf","0360bcd7-6a95-4863-9fa1-808b51a181d5","2023-06-21T18:01:55.000Z","2023-06-21T18:07:56.000Z","arch_npk_08","6/21/2023","1:57 PM","arch","arch_npk_08","arch","npk",8,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=17a0bd21-d17f-49a0-b181-eea16e6102bf_1687370308.jpg","","arch",11,"hyed_(hypericum edisonianum) 28","hyed_(hypericum edisonianum)","plant","hyed","hypericum edisonianum","","",28,"",""
"85","arch","forb","clusiaceae","hyed","hyed","hypericum edisonianum","","perennial","","","","native","hyed","","","","1aad7f56-5111-4bad-904f-c57d81641088","1aad7f56-5111-4bad-904f-c57d81641088","2023-06-21T17:08:54.000Z","2023-08-21T03:46:07.000Z","1aad7f56-5111-4bad-904f-c57d81641088","21012ab4-fa3a-4b5f-8ed4-edf86f987cd0","2023-06-21T16:57:04.000Z","2023-06-21T17:13:32.000Z","arch_control_11","6/21/2023","12:49 PM","arch","arch_control_11","arch","control",11,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1aad7f56-5111-4bad-904f-c57d81641088_1687366229.jpg","","arch",11,"hyed_(hypericum edisonianum) 10","hyed_(hypericum edisonianum)","plant","hyed","hypericum edisonianum","","",10,"",""
"86","arch","forb","clusiaceae","hyed","hyed","hypericum edisonianum","","perennial","","","","native","hyed","","","","1e2c6339-bd80-4d6c-996c-89b24fceac41","1e2c6339-bd80-4d6c-996c-89b24fceac41","2023-06-21T17:27:03.000Z","2023-06-21T17:51:14.000Z","1e2c6339-bd80-4d6c-996c-89b24fceac41","92900a5b-cfe8-46d8-ac5f-cc30014b860e","2023-06-21T17:29:37.000Z","2023-06-21T17:51:21.000Z","arch_npk_18","6/21/2023","1:25 PM","arch","arch_npk_18","arch","npk",18,"c","3","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1e2c6339-bd80-4d6c-996c-89b24fceac41_1687368394.jpg","","arch",14,"hyed_(hypericum edisonianum) 5","hyed_(hypericum edisonianum)","plant","hyed","hypericum edisonianum","","",5,"",""
"87","arch","forb","clusiaceae","hyed","hyed","hypericum edisonianum","","perennial","","","","native","hyed","","","","78777246-4291-4246-9899-7a4e35f3f758","78777246-4291-4246-9899-7a4e35f3f758","2023-06-21T15:15:49.000Z","2023-06-21T16:08:17.000Z","78777246-4291-4246-9899-7a4e35f3f758","2f64a2e0-5560-4725-8c7d-1f064f835682","2023-06-21T15:18:22.000Z","2023-06-21T15:30:31.000Z","arch_npk_28","6/21/2023","11:13 AM","arch","arch_npk_28","arch","npk",28,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=78777246-4291-4246-9899-7a4e35f3f758_1687360462.jpg","","arch",12,"hyed_(hypericum edisonianum) 5","hyed_(hypericum edisonianum)","plant","hyed","hypericum edisonianum","","",5,"",""
"88","arch","forb","clusiaceae","hyed","hyed","hypericum edisonianum","","perennial","","","","native","hyed","","","","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","2023-06-21T18:36:30.000Z","2023-08-21T03:46:05.000Z","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","e35e700b-0f6b-4d26-8094-67776c889ae3","2023-06-21T18:34:31.000Z","2023-06-21T18:39:12.000Z","arch_control_01","6/21/2023","2:30 PM","arch","arch_control_01","arch","control",1,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=f1174a2c-c9a2-4dde-bf7f-96e2b08a403c_1687372294.jpg","","arch",11,"hyed_(hypericum edisonianum) 20","hyed_(hypericum edisonianum)","plant","hyed","hypericum edisonianum","","",20,"",""
"89","arch","forb","onagraceae","lusu","lusu","ludwigia suffruticosa","","perennial","","","","native","lusu11","","alt. prom midvein, prom mid vein","","78777246-4291-4246-9899-7a4e35f3f758","78777246-4291-4246-9899-7a4e35f3f758","2023-06-21T15:15:49.000Z","2023-06-21T16:08:17.000Z","78777246-4291-4246-9899-7a4e35f3f758","e2535b7f-1a9d-47d1-9c1e-4579cc2bb940","2023-06-21T15:55:23.000Z","2023-06-21T16:08:23.000Z","arch_npk_28","6/21/2023","11:13 AM","arch","arch_npk_28","arch","npk",28,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=78777246-4291-4246-9899-7a4e35f3f758_1687360462.jpg","","arch",12,"lusu_(ludwigia suffruticosa) 0.5","lusu_(ludwigia suffruticosa)","plant","lusu","ludwigia suffruticosa","","",0.5,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=e2535b7f-1a9d-47d1-9c1e-4579cc2bb940_1687362919.jpg",""
"90","arch","forb","ericaceae","lylu","lylu","lyonia lucida","","perennial","","","","native","lylu3","","alt. egg","","1e2c6339-bd80-4d6c-996c-89b24fceac41","1e2c6339-bd80-4d6c-996c-89b24fceac41","2023-06-21T17:27:03.000Z","2023-06-21T17:51:14.000Z","1e2c6339-bd80-4d6c-996c-89b24fceac41","95ad6726-b5ba-4054-964c-7a0f6e5be46d","2023-06-21T17:49:13.000Z","2023-06-21T17:51:31.000Z","arch_npk_18","6/21/2023","1:25 PM","arch","arch_npk_18","arch","npk",18,"c","3","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1e2c6339-bd80-4d6c-996c-89b24fceac41_1687368394.jpg","","arch",14,"ilgl_(ilex glabra) 14","ilgl_(ilex glabra)","plant","lylu","lyonia lucida","","",14,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=95ad6726-b5ba-4054-964c-7a0f6e5be46d_1687369750.jpg",""
"91","arch","forb","ericaceae","lylu","lylu","lyonia lucida","","perennial","","","","native","lylu3","","alt. egg","","17a0bd21-d17f-49a0-b181-eea16e6102bf","17a0bd21-d17f-49a0-b181-eea16e6102bf","2023-06-21T18:05:29.000Z","2023-06-21T18:11:09.000Z","17a0bd21-d17f-49a0-b181-eea16e6102bf","45fb2fab-4d0f-4bbd-a82b-df682515e833","2023-06-21T18:05:22.000Z","2023-06-21T18:07:59.000Z","arch_npk_08","6/21/2023","1:57 PM","arch","arch_npk_08","arch","npk",8,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=17a0bd21-d17f-49a0-b181-eea16e6102bf_1687370308.jpg","","arch",11,"2plant 1","2plant","plant","lylu","lyonia lucida","","lyonia lucida",1,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=45fb2fab-4d0f-4bbd-a82b-df682515e833_1687370707.jpg",""
"92","arch","forb","ericaceae","lylu","lylu","lyonia lucida","","perennial","","","","native","lylu3","","alt. egg","","060a5adb-824c-4fbe-a694-6a346bbf3390","060a5adb-824c-4fbe-a694-6a346bbf3390","2023-06-21T13:39:41.000Z","2023-08-21T03:46:09.000Z","060a5adb-824c-4fbe-a694-6a346bbf3390","40c3edc0-c007-4ae0-afee-5ebf96a7ceb6","2023-06-21T15:00:03.000Z","2023-06-21T15:00:30.000Z","arch_control_21","6/21/2023","9:31 AM","arch","arch_control_21","arch","control",21,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=060a5adb-824c-4fbe-a694-6a346bbf3390_1687354305.jpg","","arch",12,"2plant 0.5","2plant","plant","lylu","lyonia lucida","","lyonia lucida",0.5,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=40c3edc0-c007-4ae0-afee-5ebf96a7ceb6_1687359598.jpg",""
"93","arch","graminoid","poaceae","scrh_hairy","scrh_hairy","panicum longifolium","c3_c4","perennial","","","","native","parip","","","not 100% sure on species, panicle not fully developed. Switted the species code for UC daivs to fit, lenqth requrimetns, scrhhairy -> PANIC "" likely Panicum longifolium (moved recently to Coleataenia longifolia, but we still used the old name in our dataset). I see characters that suggest Panicum longifolium, but the inflorescence is not fully developed and midvein is protruding but only slightly.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","arch","graminoid","poaceae","scrh_hairy","scrh_hairy","panicum sp.","c3_c4","perennial","","","","native/ introduced","panic","","","not 100% sure on species, panicle not fully developed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","arch","graminoid","poaceae","pase","pase","paspalum setaceum","","perennial","","","","native","pase5","axfu_pase5, misid initially pano (paspalum notatum)","","vegetative state very similar between pase and axfu. might have mixed species in the field. ""The best difference between paspalum setaceum and axonopus furcatus in vegetative form would be to look at the shape of the leaves. Paspalum setaceum has more pointy leaves than axonopus furcatus (more rounded, blunt at the end of the lamina)"" - Sonnier","1e2c6339-bd80-4d6c-996c-89b24fceac41","1e2c6339-bd80-4d6c-996c-89b24fceac41","2023-06-21T17:27:03.000Z","2023-06-21T17:51:14.000Z","1e2c6339-bd80-4d6c-996c-89b24fceac41","cd157757-add4-4246-b03f-baf48467288e","2023-06-21T17:47:36.000Z","2023-06-21T17:51:27.000Z","arch_npk_18","6/21/2023","1:25 PM","arch","arch_npk_18","arch","npk",18,"c","3","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1e2c6339-bd80-4d6c-996c-89b24fceac41_1687368394.jpg","","arch",14,"pano_(paspalum notatum) 3","pano_(paspalum notatum)","plant","pase","paspalum setaceum","initially misid as paspalum notatum (pano)","",3,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=cd157757-add4-4246-b03f-baf48467288e_1687369649.jpg",""
"96","arch","graminoid","poaceae","pase","pase","paspalum setaceum","","perennial","","","","native","pase5","axfu_pase5, misid initially pano (paspalum notatum)","","vegetative state very similar between pase and axfu. might have mixed species in the field. ""The best difference between paspalum setaceum and axonopus furcatus in vegetative form would be to look at the shape of the leaves. Paspalum setaceum has more pointy leaves than axonopus furcatus (more rounded, blunt at the end of the lamina)"" - Sonnier","17a0bd21-d17f-49a0-b181-eea16e6102bf","17a0bd21-d17f-49a0-b181-eea16e6102bf","2023-06-21T18:05:29.000Z","2023-06-21T18:11:09.000Z","17a0bd21-d17f-49a0-b181-eea16e6102bf","94007317-b7d0-4157-9a44-800bf867d9f7","2023-06-21T18:10:31.000Z","2023-06-21T18:11:10.000Z","arch_npk_08","6/21/2023","1:57 PM","arch","arch_npk_08","arch","npk",8,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=17a0bd21-d17f-49a0-b181-eea16e6102bf_1687370308.jpg","","arch",11,"pano_(paspalum notatum) 8","pano_(paspalum notatum)","plant","pase","paspalum setaceum","initially misid as paspalum notatum (pano)","",8,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=94007317-b7d0-4157-9a44-800bf867d9f7_1687371028.jpg",""
"97","arch","graminoid","poaceae","pase","pase","paspalum setaceum","","perennial","","","","native","pase5","axfu_pase5, misid initially pano (paspalum notatum)","","vegetative state very similar between pase and axfu. might have mixed species in the field. ""The best difference between paspalum setaceum and axonopus furcatus in vegetative form would be to look at the shape of the leaves. Paspalum setaceum has more pointy leaves than axonopus furcatus (more rounded, blunt at the end of the lamina)"" - Sonnier","78777246-4291-4246-9899-7a4e35f3f758","78777246-4291-4246-9899-7a4e35f3f758","2023-06-21T15:15:49.000Z","2023-06-21T16:08:17.000Z","78777246-4291-4246-9899-7a4e35f3f758","104626dd-2e67-4b30-bb7b-efbe10850ed4","2023-06-21T15:54:16.000Z","2023-06-21T16:08:21.000Z","arch_npk_28","6/21/2023","11:13 AM","arch","arch_npk_28","arch","npk",28,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=78777246-4291-4246-9899-7a4e35f3f758_1687360462.jpg","","arch",12,"pano_(paspalum notatum) 5","pano_(paspalum notatum)","plant","pase","paspalum setaceum","initially misid as paspalum notatum (pano)_photo seedhead confirmed pase","",5,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=104626dd-2e67-4b30-bb7b-efbe10850ed4_1687362831.jpg",""
"98","arch","graminoid","poaceae","pase","pase","paspalum setaceum","","perennial","","","","native","pase5","axfu_pase5, misid initially pano (paspalum notatum)","","vegetative state very similar between pase and axfu. might have mixed species in the field. ""The best difference between paspalum setaceum and axonopus furcatus in vegetative form would be to look at the shape of the leaves. Paspalum setaceum has more pointy leaves than axonopus furcatus (more rounded, blunt at the end of the lamina)"" - Sonnier","1aad7f56-5111-4bad-904f-c57d81641088","1aad7f56-5111-4bad-904f-c57d81641088","2023-06-21T17:08:54.000Z","2023-08-21T03:46:07.000Z","1aad7f56-5111-4bad-904f-c57d81641088","d5cc8255-53ef-4b46-b00c-b57b784de6e7","2023-06-21T17:12:35.000Z","2023-06-21T17:13:39.000Z","arch_control_11","6/21/2023","12:49 PM","arch","arch_control_11","arch","control",11,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1aad7f56-5111-4bad-904f-c57d81641088_1687366229.jpg","","arch",11,"pano_(paspalum notatum) 1","pano_(paspalum notatum)","plant","pase","paspalum setaceum","initially misid as paspalum notatum (pano)","",1,"",""
"99","arch","forb","asteraceae","spiderpoint","pigr","pityopsis graminifolia","","perennial","","","","native","pigr4
","","spiderpoint. silky aster","uc davis updated code to fit within 20 character requirments SpiderPoint -> pigr","78777246-4291-4246-9899-7a4e35f3f758","78777246-4291-4246-9899-7a4e35f3f758","2023-06-21T15:15:49.000Z","2023-06-21T16:08:17.000Z","78777246-4291-4246-9899-7a4e35f3f758","4777a410-5c83-40e2-86e7-92965f23a07a","2023-06-21T15:23:43.000Z","2023-06-21T15:30:33.000Z","arch_npk_28","6/21/2023","11:13 AM","arch","arch_npk_28","arch","npk",28,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=78777246-4291-4246-9899-7a4e35f3f758_1687360462.jpg","","arch",12,"2plant 3","2plant","plant","pigr","pityopsis graminifolia","morpho spiderpoint","pityopsis graminifolia",3,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=4777a410-5c83-40e2-86e7-92965f23a07a_1687361019.jpg",""
"100","arch","forb","asteraceae","ptpy","ptpy","pterocaulon pycnostachyum","","perennial","","","","native","ptpy2
","","","","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","2023-06-21T18:36:30.000Z","2023-08-21T03:46:05.000Z","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","8218427d-7d8a-4ffc-8172-584b31103f13","2023-06-21T18:38:45.000Z","2023-06-21T18:39:18.000Z","arch_control_01","6/21/2023","2:30 PM","arch","arch_control_01","arch","control",1,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=f1174a2c-c9a2-4dde-bf7f-96e2b08a403c_1687372294.jpg","","arch",11,"ptpy_(pterocaulon pycnostachyum) 2","ptpy_(pterocaulon pycnostachyum)","plant","ptpy","pterocaulon pycnostachyum","","",2,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=8218427d-7d8a-4ffc-8172-584b31103f13_1687372722.jpg",""
"101","arch","forb","asteraceae","ptpy","ptpy","pterocaulon pycnostachyum","","perennial","","","","native","ptpy2
","","","","1e2c6339-bd80-4d6c-996c-89b24fceac41","1e2c6339-bd80-4d6c-996c-89b24fceac41","2023-06-21T17:27:03.000Z","2023-06-21T17:51:14.000Z","1e2c6339-bd80-4d6c-996c-89b24fceac41","0b69461b-9e3b-4459-8af5-d789d4e25f29","2023-06-21T17:31:53.000Z","2023-06-21T17:51:24.000Z","arch_npk_18","6/21/2023","1:25 PM","arch","arch_npk_18","arch","npk",18,"c","3","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1e2c6339-bd80-4d6c-996c-89b24fceac41_1687368394.jpg","","arch",14,"ptpy_(pterocaulon pycnostachyum) 5","ptpy_(pterocaulon pycnostachyum)","plant","ptpy","pterocaulon pycnostachyum","","",5,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=0b69461b-9e3b-4459-8af5-d789d4e25f29_1687368706.jpg",""
"102","arch","forb","fagaceae","qumi","qumi","quercus minima","","perennial","","","","native","qumi2","","","","060a5adb-824c-4fbe-a694-6a346bbf3390","060a5adb-824c-4fbe-a694-6a346bbf3390","2023-06-21T13:39:41.000Z","2023-08-21T03:46:09.000Z","060a5adb-824c-4fbe-a694-6a346bbf3390","82be2519-29ed-4f96-8268-5b9d64e45f22","2023-06-21T13:39:38.000Z","2023-06-21T15:00:17.000Z","arch_control_21","6/21/2023","9:31 AM","arch","arch_control_21","arch","control",21,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=060a5adb-824c-4fbe-a694-6a346bbf3390_1687354305.jpg","","arch",12,"qumi_(quercus minima) 8","qumi_(quercus minima)","plant","qumi","quercus minima","","",8,"https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=82be2519-29ed-4f96-8268-5b9d64e45f22_1687354762.jpg",""
"103","arch","forb","fagaceae","qumi","qumi","quercus minima","","perennial","","","","native","qumi2","","","","1aad7f56-5111-4bad-904f-c57d81641088","1aad7f56-5111-4bad-904f-c57d81641088","2023-06-21T17:08:54.000Z","2023-08-21T03:46:07.000Z","1aad7f56-5111-4bad-904f-c57d81641088","365c015b-efc5-4d86-acd1-60af89155f26","2023-06-21T16:57:33.000Z","2023-06-21T17:13:33.000Z","arch_control_11","6/21/2023","12:49 PM","arch","arch_control_11","arch","control",11,"b","2","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1aad7f56-5111-4bad-904f-c57d81641088_1687366229.jpg","","arch",11,"qumi_(quercus minima) 24","qumi_(quercus minima)","plant","qumi","quercus minima","","",24,"",""
"104","arch","forb","fagaceae","qumi","qumi","quercus minima","","perennial","","","","native","qumi2","","","","1e2c6339-bd80-4d6c-996c-89b24fceac41","1e2c6339-bd80-4d6c-996c-89b24fceac41","2023-06-21T17:27:03.000Z","2023-06-21T17:51:14.000Z","1e2c6339-bd80-4d6c-996c-89b24fceac41","ad592c16-4533-4664-936d-881016603379","2023-06-21T17:30:04.000Z","2023-06-21T17:51:23.000Z","arch_npk_18","6/21/2023","1:25 PM","arch","arch_npk_18","arch","npk",18,"c","3","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=1e2c6339-bd80-4d6c-996c-89b24fceac41_1687368394.jpg","","arch",14,"qumi_(quercus minima) 5","qumi_(quercus minima)","plant","qumi","quercus minima","","",5,"",""
"105","arch","forb","fagaceae","qumi","qumi","quercus minima","","perennial","","","","native","qumi2","","","","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","2023-06-21T18:36:30.000Z","2023-08-21T03:46:05.000Z","f1174a2c-c9a2-4dde-bf7f-96e2b08a403c","6bc4c2a7-e849-4726-8360-730adc8fe0d6","2023-06-21T18:37:07.000Z","2023-06-21T18:39:16.000Z","arch_control_01","6/21/2023","2:30 PM","arch","arch_control_01","arch","control",1,"a","1","https://five.epicollect.net/api/media/mk-nutnet2023-5dominantplants?type=photo&format=entry_original&name=f1174a2c-c9a2-4dde-bf7f-96e2b08a403c_1687372294.jpg","","arch",11,"qumi_(quercus minima) 4","qumi_(quercus minima)","plant","qumi","quercus minima","","",4,"",""
