"obs","Comments","time..2","elapsed","date","hhmmss","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","CO2_hrs","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
183,NA,1686925210.5,2705.5,2023-06-16 09:20:10,09:20:10,5,"lubb_27_npk_prgl2_06","gibson",1686925202.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445.0596833429,1417.99018181818,3.38878995540729,69.0622988973366,0,18.7247456088811,19.7230545454546,0.00024858731213325,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925202.71429,1365.70785714286,1402.11392857143,19.7208928571429,18.7211035714286,1364.13,19.502475,500.217535714286,90.2785178571429,0.0999747714285714,26.9076892857143,28.026775,999.9,0,0,10009.1071428571,0,1150.16928571429,-36.4051321428571,1393.18357142857,1428.86392857143,0.999789607142857,1402.11392857143,18.7211035714286,1.7803725,1.69011357142857,15.6155214285714,14.8059214285714,1999.99714285714,0.979997428571429,0.0200027571428571,0,2.53710357142857,0,5811.56285714286,16705.3678571429,43.812,46.062,45.1115,43.375,43.2588571428571,1959.99607142857,40.0021428571429,0,1686925210.6,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.5325341463415,1.55826480836238,0.710683369725759,0,1.00061265853659,-0.0271580069686428,0.00509463999355114,1,1,2,"1/2",2.86944,2.70966,0.204368,0.207258,0.0892644,0.0861666,22231.9,19457.8,24997.1,23896.8,38843.6,36131.7,45169.1,42606,1.8086,1.8956,0.122935,0,25.9999,999.9,64.479,26.254,24.4629,53.8272,45.649,1,-0.102967,0.605686,20.2415,5.23286,11.986,4.9564,3.304,9999,9999,999.9,9999,1.86819,1.86386,1.87152,1.86218,1.86172,1.86819,1.85837,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.6,0.2183,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27,26.9,2.76123,2.29004,1.44775,2.31079,1.44409,2.37183,31.2374,15.2615,18,431.509,470.75,24.467,26.1935,30,26.0526,26.0335,55.2882,41.1341,25.6992,24.4554,1442.25,18.6834,95.6143,100.188
184,NA,1686925215.5,2710.5,2023-06-16 09:20:15,09:20:15,5,"lubb_27_npk_prgl2_06","gibson",1686925208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462.50398597477,1435.32727272727,3.56601380137715,69.0622988973366,0,18.7280617898025,19.7302447552448,-0.00547424641762806,125.691991165845,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925208,1383.26703703704,1419.99777777778,19.7218481481482,18.7253888888889,1381.67666666667,19.5033925925926,500.188740740741,90.2787481481481,0.0999720814814815,26.8992111111111,28.0149148148148,999.9,0,0,9997.03703703704,0,1152.36185185185,-36.7303481481481,1411.09814814815,1447.09592592593,0.996461555555556,1419.99777777778,18.7253888888889,1.7804637037037,1.69050407407407,15.6163148148148,14.8095074074074,2000.00259259259,0.979997444444444,0.0200027407407407,0,2.51515555555556,0,5813.64925925926,16705.4148148148,43.812,46.062,45.1016666666667,43.375,43.2545925925926,1960.00148148148,40.002962962963,0,1686925215.4,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.5822024390244,-0.613206271776967,0.682332344631732,0,0.998407219512195,-0.0410630383275262,0.00571448034259992,1,1,2,"1/2",2.87191,2.70993,0.205847,0.208771,0.0892795,0.0861562,22190.4,19421.1,24996.9,23897.3,38843.3,36133.2,45169.5,42607.4,1.809,1.8956,0.121742,0,26.0021,999.9,64.479,26.274,24.4936,53.6872,44.9599,1,-0.103049,-0.245098,20.2423,5.23406,11.986,4.9572,3.304,9999,9999,999.9,9999,1.86823,1.86386,1.87158,1.86221,1.86172,1.86826,1.85837,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.61,0.2186,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.1,27,2.78564,2.33521,1.44897,2.31079,1.44409,2.2583,31.2374,15.2528,18,431.736,470.75,24.4457,26.1935,29.9999,26.0526,26.0335,55.7556,41.1341,25.3282,24.6094,1455.7,18.676,95.6145,100.191
185,NA,1686925220,2715,2023-06-16 09:20:20,09:20:20,5,"lubb_27_npk_prgl2_06","gibson",1686925212.44444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477.7561500742,1450.88618181818,3.55876046920034,69.0622988973366,0,18.7224648588654,19.7271272727273,-0.00512518567715392,125.691991165845,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925212.44444,1398.21777777778,1434.77518518518,19.7226222222222,18.7260962962963,1396.61481481481,19.5041444444444,500.099851851852,90.2782777777778,0.0998493814814815,26.8921481481482,28.008062962963,999.9,0,0,9999.25925925926,0,1150.47925925926,-36.5582740740741,1426.35,1462.1562962963,0.996526888888889,1434.77518518518,18.7260962962963,1.78052407407407,1.69056037037037,15.6168518518519,14.8100185185185,1999.92851851852,0.979997777777778,0.0200023962962963,0,2.50543703703704,0,5270.69777777778,16704.8,43.812,46.062,45.0946666666667,43.375,43.2591851851852,1959.92814814815,40.0022222222222,0,1686925220.2,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.5893048780488,-1.02759303135887,0.659719076189555,0,0.997821341463415,-0.0138396167247401,0.00554322079753568,1,1,2,"1/2",2.87162,2.7099,0.207156,0.209997,0.0892857,0.0861629,22153.4,19390.8,24996.4,23897,38842.4,36132.4,45168.7,42606.7,1.809,1.8952,0.121325,0,26.0021,999.9,64.479,26.274,24.495,53.6972,45.4968,1,-0.103943,0.079695,20.2427,5.23406,11.986,4.9572,3.304,9999,9999,999.9,9999,1.86823,1.86386,1.87155,1.86228,1.86172,1.86829,1.85837,1.86487,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.62,0.2187,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.2,27,2.80762,2.30225,1.44897,2.30957,1.44409,2.31079,31.2374,15.2615,18,431.735,470.498,24.5932,26.1925,29.9996,26.0526,26.0335,56.2665,41.1341,25.3282,24.6102,1475.82,18.6704,95.6128,100.19
186,NA,1686925225.5,2720.5,2023-06-16 09:20:25,09:20:25,5,"lubb_27_npk_prgl2_06","gibson",1686925217.73214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496.88602826709,1469.71618181818,3.57134330565215,69.0622988973366,0,18.7263187943782,19.7298965034965,0.00083081597287721,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925217.73214,1415.95285714286,1452.76392857143,19.7255892857143,18.7267464285714,1414.33571428571,19.5069964285714,500.095785714286,90.2785,0.0999267214285714,26.8829285714286,27.9938464285714,999.9,0,0,10005.8928571429,0,1151.55035714286,-36.8125214285714,1444.44571428571,1480.48964285714,0.998848607142857,1452.76392857143,18.7267464285714,1.7807975,1.69062285714286,15.61925,14.8106,1999.98571428571,0.979998392857143,0.0200017535714286,0,2.47056071428571,0,5118.91714285714,16705.2785714286,43.812,46.062,45.08675,43.375,43.2544285714286,1959.98464285714,40.0028571428571,0,1686925225.6,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.7046146341463,-1.33876306620218,0.643477663326767,0,0.998229682926829,0.0279930313588845,0.00546951965358274,1,1,2,"1/2",2.87049,2.71081,0.208834,0.211673,0.0892963,0.0861712,22107.6,19349.8,24997.6,23897.1,38843.3,36132.5,45170.2,42607.1,1.809,1.8948,0.120848,0,25.9999,999.9,64.479,26.254,24.4646,53.5872,45.4768,1,-0.104207,0.181983,20.243,5.23406,11.986,4.9572,3.304,9999,9999,999.9,9999,1.86819,1.86386,1.87152,1.86228,1.86172,1.86823,1.85837,1.86481,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.64,0.2188,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.3,27.1,2.83447,2.29736,1.44775,2.30957,1.44409,2.37061,31.2374,15.2615,18,431.735,470.244,24.6256,26.1912,30,26.0526,26.0335,56.7622,41.1341,25.3282,24.6231,1489.26,18.6618,95.6165,100.19
187,NA,1686925230,2725,2023-06-16 09:20:30,09:20:30,5,"lubb_27_npk_prgl2_06","gibson",1686925222.17857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.6289680611,1485.24072727273,3.43957036924575,69.0622988973366,0,18.7285301412574,19.7315251748252,0.00108456228396746,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925222.17857,1431.04,1467.71928571429,19.7283964285714,18.7270142857143,1429.40964285714,19.5096785714286,500.084214285714,90.2787035714286,0.0998344928571428,26.8753714285714,27.98395,999.9,0,0,10016.9642857143,0,1150.91964285714,-36.6811392857143,1459.83928571429,1495.73035714286,1.0013915,1467.71928571429,18.7270142857143,1.781055,1.69065071428571,15.6215035714286,14.8108535714286,1999.98,0.979998392857143,0.0200017535714286,0,2.45875714285714,0,5114.67857142857,16705.2178571429,43.812,46.062,45.0755,43.375,43.2544285714286,1959.97892857143,40.0042857142857,0,1686925230.4,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.7129853658537,-0.907421602787405,0.646163031063114,0,0.999424365853659,0.0309197351916361,0.00569877569973648,1,1,2,"1/2",2.86963,2.70994,0.210119,0.212822,0.0893132,0.0861882,22071.4,19321.5,24997.2,23897,38842.4,36131.5,45170,42606.7,1.8094,1.8956,0.119656,0,25.9916,999.9,64.479,26.274,24.4911,53.5372,45.4768,1,-0.103841,0.288148,20.2428,5.23047,11.986,4.9556,3.3036,9999,9999,999.9,9999,1.86813,1.8638,1.87152,1.86218,1.86172,1.86823,1.85837,1.86487,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.65,0.219,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.4,27.2,2.85645,2.28516,1.44775,2.31079,1.44409,2.42188,31.2591,15.2615,18,431.963,470.75,24.6389,26.1912,30.0002,26.0526,26.0335,57.2681,41.1341,25.3282,24.6459,1509.41,18.6516,95.6157,100.19
188,NA,1686925235.5,2730.5,2023-06-16 09:20:35,09:20:35,5,"lubb_27_npk_prgl2_06","gibson",1686925227.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530.84936370376,1503.46678787879,3.46285875414669,69.0622988973366,0,18.7305173148637,19.7390923076923,-0.00046472614260572,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925227.75,1449.65857142857,1486.51642857143,19.7314321428571,18.7290107142857,1448.01285714286,19.5125821428571,500.187285714286,90.2797928571429,0.100011628571429,26.8686964285714,27.971575,999.9,0,0,10013.75,0,1154.54,-36.8592678571429,1478.8375,1514.88964285714,1.002439,1486.51642857143,18.7290107142857,1.78135071428571,1.69085035714286,15.6240928571429,14.8126821428571,2000.04035714286,0.979998071428572,0.0200020857142857,0,2.52471428571429,0,5630.22571428571,16705.7285714286,43.812,46.062,45.06875,43.375,43.25,1960.03857142857,40.0075,0,1686925235.2,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.7325878048781,-0.507232055749077,0.633410796535986,0,1.00193075609756,0.0115253310104529,0.00435546023319586,1,1,2,"1/2",2.8701,2.71041,0.211681,0.214513,0.0893349,0.0861826,22026.9,19279.9,24996.3,23896.9,38840.9,36131.5,45169.3,42606.4,1.8088,1.8952,0.120699,0,25.9845,999.9,64.479,26.274,24.4925,53.2472,45.8013,1,-0.104146,0.157821,20.2431,5.23286,11.986,4.9572,3.304,9999,9999,999.9,9999,1.86813,1.8638,1.87152,1.86221,1.86172,1.86823,1.85837,1.86487,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.67,0.2193,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.4,27.3,2.88574,2.30591,1.44775,2.30957,1.44409,2.43408,31.2591,15.2615,18,431.622,470.498,24.6563,26.1912,30,26.0526,26.0335,57.773,41.4124,24.957,24.6712,1522.85,18.6389,95.6135,100.189
189,NA,1686925240.5,2735.5,2023-06-16 09:20:40,09:20:40,5,"lubb_27_npk_prgl2_06","gibson",1686925233.01852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548.16749672461,1520.81187878788,3.42420784169179,69.0622988973366,0,18.7242173587061,19.7367202797203,0.00073595120830318,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925233.01852,1467.37333333333,1504.0637037037,19.7354888888889,18.7235185185185,1465.71185185185,19.5164703703704,500.20262962963,90.2800555555555,0.100094381481481,26.8669777777778,27.9691111111111,999.9,0,0,9986.11111111111,0,1154.81666666667,-36.6917148148148,1496.91444444444,1532.76259259259,1.01198344444444,1504.0637037037,18.7235185185185,1.78172148148148,1.69036,15.6273333333333,14.8081740740741,1999.9837037037,0.979997444444444,0.0200027407407407,0,2.55863703703704,0,5798.14518518518,16705.2555555556,43.812,46.062,45.0643333333333,43.375,43.25,1959.98259259259,40.0066666666667,0,1686925240.6,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.7473341463415,-0.727482229965204,0.628319166064337,0,1.00696912195122,0.0794602369337988,0.0113943429464033,1,1,2,"1/2",2.87016,2.71066,0.213125,0.215846,0.0893468,0.0860815,21987.2,19247.3,24996.9,23897,38841.4,36136.2,45170.4,42607.2,1.809,1.8954,0.122041,0,25.9802,999.9,64.479,26.284,24.5087,54.0372,45.4688,1,-0.103801,0.170218,20.242,5.23047,11.986,4.9556,3.304,9999,9999,999.9,9999,1.86813,1.8638,1.87158,1.86218,1.86172,1.86826,1.85837,1.86487,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.68,0.2193,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.5,27.4,2.90771,2.2937,1.44775,2.30957,1.44409,2.37427,31.2809,15.2615,18,431.736,470.624,24.6797,26.189,30.0002,26.0526,26.0335,58.2898,41.4124,24.957,24.6896,1542.98,18.6263,95.616,100.19
190,NA,1686925245.5,2740.5,2023-06-16 09:20:45,09:20:45,5,"lubb_27_npk_prgl2_06","gibson",1686925237.73214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565.07022127769,1537.86060606061,3.47050153581524,69.0622988973366,0,18.6980453704072,19.7295804195804,-0.00592470566831577,125.691991165845,2,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925237.73214,1483.07642857143,1519.82035714286,19.7347821428571,18.7138357142857,1481.40107142857,19.5158035714286,500.20225,90.2804035714286,0.100082196428571,26.8720035714286,27.9739,999.9,0,0,9992.14285714286,0,1154.49535714286,-36.7442857142857,1512.93321428571,1548.80464285714,1.02095639285714,1519.82035714286,18.7138357142857,1.78166535714286,1.68949357142857,15.6268392857143,14.8002142857143,1999.97571428571,0.979997428571429,0.0200027571428571,0,2.573325,0,5794.73035714286,16705.2,43.812,46.062,45.07325,43.375,43.25,1959.975,40.0042857142857,0,1686925245.4,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.7346365853658,0.169975609756035,0.587095195985554,0,1.01505397560976,0.134555937282231,0.015519908210201,0,0,2,"0/2",2.87293,2.71053,0.214519,0.217198,0.0893018,0.0860634,21948.1,19214.1,24996.8,23896.9,38842.8,36136.7,45169.7,42606.9,1.81,1.8946,0.120997,0,25.9802,999.9,64.479,26.284,24.5097,54.0472,45.02,1,-0.104146,0.190109,20.243,5.23406,11.986,4.956,3.3038,9999,9999,999.9,9999,1.86816,1.86386,1.87155,1.86228,1.86172,1.86813,1.85837,1.8649,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.7,0.2189,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.6,27.5,2.93335,2.32178,1.44775,2.30957,1.44409,2.25708,31.2809,15.2528,18,432.319,470.118,24.697,26.189,30,26.0548,26.0335,58.7268,41.4124,24.957,24.7016,1556.38,18.6285,95.6147,100.19
191,NA,1686925250.5,2745.5,2023-06-16 09:20:50,09:20:50,5,"lubb_27_npk_prgl2_06","gibson",1686925243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580.65749155043,1554.29145454545,3.35621362358473,69.0622988973366,0,18.6979232966753,19.7216034965035,-3.85179338800187e-05,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925243,1500.67185185185,1537.01,19.7319592592593,18.7032666666667,1498.98037037037,19.5130925925926,500.153259259259,90.2801814814815,0.100125437037037,26.875962962963,27.9850555555556,999.9,0,0,9992.22222222222,0,1154.87111111111,-36.3379666666667,1530.87814814815,1566.30555555556,1.02869111111111,1537.01,18.7032666666667,1.78140555555556,1.68853555555556,15.624562962963,14.7914259259259,1999.9762962963,0.979997444444444,0.0200027407407407,0,2.52185925925926,0,5801.22,16705.1962962963,43.812,46.062,45.0736666666667,43.375,43.2545925925926,1959.97555555556,40.0040740740741,0,1686925250.2,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.5025146341463,3.5357979094077,0.630139713722466,0,1.02211485365854,0.0840012752613243,0.0133593083681808,1,1,2,"1/2",2.8704,2.71011,0.215899,0.21855,0.0892925,0.0860973,21909.9,19181.3,24997.2,23897.4,38843.8,36135.8,45170.4,42607.3,1.8098,1.8948,0.123829,0,25.9758,999.9,64.455,26.284,24.4973,54.0272,45.8974,1,-0.10378,0.231503,20.2424,5.23047,11.986,4.9556,3.3036,9999,9999,999.9,9999,1.86823,1.86386,1.87152,1.86228,1.86172,1.86816,1.85834,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.71,0.2188,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.7,27.5,2.95654,2.30469,1.44775,2.30957,1.44409,2.4292,31.2809,15.2615,18,432.205,470.245,24.7087,26.189,30.0003,26.0548,26.0335,59.2661,41.6886,24.957,24.7069,1576.68,18.6255,95.6162,100.191
192,NA,1686925255.5,2750.5,2023-06-16 09:20:55,09:20:55,5,"lubb_27_npk_prgl2_06","gibson",1686925247.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598.4398932178,1570.95993939394,3.3453086909074,69.0622988973366,0,18.7049094089314,19.7204020979021,-4.95487002165725e-05,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925247.71429,1516.19321428571,1552.58428571429,19.7259892857143,18.6972178571429,1514.48714285714,19.5073607142857,500.155642857143,90.2804464285714,0.100084607142857,26.8762571428571,27.993225,999.9,0,0,10007.6785714286,0,1155.40607142857,-36.3901214285714,1546.70321428571,1582.16678571429,1.02876821428571,1552.58428571429,18.6972178571429,1.78087214285714,1.687995,15.6198892857143,14.7864571428571,1999.99428571429,0.979997428571429,0.0200027571428571,0,2.53418928571429,0,5794.3975,16705.3464285714,43.812,46.062,45.071,43.375,43.2544285714286,1959.99285714286,40.0071428571429,0,1686925255.6,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.5071975609756,2.23082926829263,0.597241491986406,0,1.02684585365854,0.016514216027876,0.00997868239398608,1,1,2,"1/2",2.87077,2.71026,0.217311,0.219985,0.0892634,0.0860042,21870.2,19146,24996.8,23897.3,38844.6,36139.9,45169.8,42607.8,1.8094,1.8954,0.122935,0,25.9714,999.9,64.455,26.284,24.4976,53.8872,45.2885,1,-0.104207,0.494423,20.2423,5.23406,11.986,4.9572,3.304,9999,9999,999.9,9999,1.86819,1.86386,1.87155,1.86231,1.86172,1.86819,1.85837,1.86484,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.73,0.2183,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.8,27.6,2.9834,2.29126,1.44897,2.31079,1.44409,2.35474,31.2809,15.2528,18,431.978,470.624,24.712,26.189,30,26.0548,26.0335,59.7272,41.6886,24.957,24.6607,1590.21,18.6292,95.6149,100.192
193,NA,1686925260.5,2755.5,2023-06-16 09:21:00,09:21:00,5,"lubb_27_npk_prgl2_06","gibson",1686925253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614.96553991947,1587.78975757576,3.32138818470269,69.0622988973366,0,18.6724129070325,19.7024559440559,-0.00057889040097001,125.691991165845,1,0,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686925253,1533.55222222222,1570.01296296296,19.7183333333333,18.6879296296296,1531.82962962963,19.5000111111111,500.088851851852,90.2808962962963,0.0999957814814815,26.8726851851852,27.9944777777778,999.9,0,0,10003.3333333333,0,1156.71703703704,-36.4599925925926,1564.39962962963,1599.91222222222,1.03039814814815,1570.01296296296,18.6879296296296,1.78018851851852,1.6871637037037,15.6139074074074,14.7788296296296,1999.99296296296,0.979997222222222,0.0200029703703704,0,2.55443333333333,0,5791.72074074074,16705.3333333333,43.8074074074074,46.062,45.062,43.375,43.2545925925926,1959.99111111111,40.01,0,1686925260.4,0,1686923598.1,08:53:18,1686923588.6,1686923598.1,2,0.201,0,1.167,0.189,420,19,2.39,0.22,-36.4401121951219,-1.04640418118469,0.531606325181736,0,1.03183829268293,0.00976850174215992,0.00845853268208198,1,1,2,"1/2",2.86989,2.71011,0.218686,0.221317,0.0892247,0.0860027,21832.7,19113.5,24997.8,23897.5,38845.9,36139.9,45169.3,42607.8,1.8096,1.895,0.122637,0,25.9674,999.9,64.455,26.284,24.4986,53.9872,45.605,1,-0.103537,0.385882,20.2425,5.23406,11.986,4.9568,3.304,9999,9999,999.9,9999,1.86826,1.86386,1.87155,1.86221,1.86172,1.86819,1.85837,1.86481,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.75,0.2179,0.89912774022888,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,-0.098390828417377,-0.0142342790271809,0.00176067043954591,-1.0145645407741e-05,1,1906,2,25,27.9,27.7,3.00659,2.31567,1.44775,2.31079,1.44409,2.26196,31.2809,15.244,18,432.091,470.371,24.6655,26.189,30.0001,26.0548,26.0335,60.2647,41.6886,24.5833,24.6639,1610.35,18.6346,95.6156,100.192
